Italy	485	2.0	93	1.1	494	2.4	476	2.2	18	2.5	333	2.6	366	2.2	421	2.3	550	2.7	607	3.0	639	3.4
Japan	536	3.6	94	2.2	545	4.6	527	3.6	18	4.3	377	6.1	415	5.1	473	4.2	603	4.4	657	5.1	686	5.5
Korea	554	4.6	99	2.1	562	5.8	544	5.1	18	6.2	386	7.4	425	5.8	486	4.8	624	5.1	679	6.0	710	7.5
Luxembourg	490	1.1	95	0.9	502	1.5	477	1.4	25	2.0	334	3.3	363	3.0	422	1.5	558	1.6	613	2.2	644	2.3
Mexico	413	1.4	74	0.7	420	1.6	406	1.4	14	1.2	295	1.8	320	1.9	362	1.6	462	1.7	510	2.0	539	2.1
Netherlands	523	3.5	92	2.1	528	3.6	518	3.9	10	2.8	367	4.8	397	5.5	457	5.1	591	4.3	638	3.7	665	4.0
NewZealand	500	2.2	100	1.2	507	3.2	492	2.9	15	4.3	340	4.9	371	3.6	428	3.2	570	2.8	632	3.0	665	4.4
Norway	489	2.7	90	1.3	490	2.8	488	3.4	2	3.0	341	5.1	373	3.9	428	2.9	552	3.3	604	3.4	638	5.1
Poland	518	3.6	90	1.9	520	4.3	516	3.8	4	3.4	373	3.9	402	2.8	454	3.3	580	4.9	636	6.0	669	7.1
Portugal	487	3.8	94	1.4	493	4.1	481	3.9	11	2.5	333	4.5	363	4.2	421	5.0	554	4.3	610	3.9	640	4.1
SlovakRepublic	482	3.4	101	2.5	486	4.1	477	4.1	9	4.5	314	6.7	352	6.2	413	4.2	553	4.7	613	5.3	647	6.7
Slovenia	501	1.2	92	1.0	503	2.0	499	2.0	3	3.1	357	3.9	384	2.5	434	2.0	566	2.1	624	2.9	655	4.3
Spain	484	1.9	88	0.7	492	2.4	476	2.0	16	2.2	339	3.6	370	3.1	424	2.6	546	2.1	597	2.4	626	2.0
Sweden	478	2.3	92	1.3	477	3.0	480	2.4	-3	3.0	329	4.4	360	3.5	415	2.9	543	2.7	596	2.9	627	3.6
Switzerland	531	3.0	94	1.5	537	3.5	524	3.1	13	2.7	374	3.9	408	3.3	466	3.4	597	3.6	651	4.3	681	4.7
Turkey	448	4.8	91	3.1	452	5.1	444	5.7	8	4.7	313	4.3	339	3.3	382	3.6	507	8.0	577	9.7	614	9.4
UnitedKingdom	494	3.3	95	1.7	500	4.2	488	3.8	12	4.7	336	4.7	371	5.0	429	4.2	560	3.7	616	4.1	648	5.1
UnitedStates	481	3.6	90	1.3	484	3.8	479	3.9	5	2.8	339	4.2	368	3.9	418	3.7	543	4.4	600	4.3	634	5.4
Albania	394	2.0	91	1.4	394	2.6	395	2.6	-1	3.3	236	5.9	278	4.8	338	3.0	454	2.4	510	3.5	540	3.5
Argentina	388	3.5	77	1.7	396	4.2	382	3.4	14	2.9	264	5.5	292	4.6	337	3.8	440	4.5	488	4.1	514	4.3
Brazil	391	2.1	78	1.6	401	2.2	383	2.3	18	1.8	275	2.7	298	2.0	337	1.9	440	2.7	495	4.5	530	5.5
Bulgaria	439	4.0	94	2.2	438	4.7	440	4.2	-2	4.1	290	5.7	320	4.8	372	4.7	503	5.2	565	5.6	597	6.2
Colombia	376	2.9	74	1.7	390	3.4	364	3.2	25	3.2	262	4.8	285	4.0	326	2.8	423	3.6	474	4.8	506	5.4
CostaRica	407	3.0	68	1.8	420	3.6	396	3.1	24	2.4	301	3.8	323	3.8	361	3.6	449	3.9	496	5.1	525	6.9
Croatia	471	3.5	88	2.5	477	4.4	465	3.7	12	4.1	334	4.2	360	3.3	408	3.6	531	4.5	589	7.3	623	8.8
Cyprus1,2	440	1.1	93	0.8	440	1.5	440	1.6	0	2.2	287	2.8	320	2.6	376	1.6	503	2.0	561	2.1	595	3.1
HongKong-China	561	3.2	96	1.9	568	4.6	553	3.9	15	5.7	391	5.9	430	6.2	499	4.7	629	3.5	679	4.2	709	4.3
Indonesia	375	4.0	71	3.3	377	4.4	373	4.3	5	3.4	266	4.9	288	4.2	327	3.8	418	5.2	469	7.8	501	12.4
Jordan	386	3.1	78	2.7	375	5.4	396	3.1	-21	6.3	263	4.4	290	4.0	335	3.2	435	3.3	485	4.3	514	6.8
Kazakhstan	432	3.0	71	1.8	432	3.4	432	3.3	0	2.9	319	3.1	343	2.5	383	2.8	478	4.4	527	5.7	554	6.0
Latvia	491	2.8	82	1.5	489	3.4	493	3.2	-4	3.6	360	4.8	387	4.4	434	3.3	546	3.8	597	3.7	626	4.6
Liechtenstein	535	4.0	95	3.7	546	6.0	523	5.8	23	8.8	370	16.8	403	11.2	470	8.0	606	5.0	656	9.2	680	12.5
Lithuania	479	2.6	89	1.4	479	2.8	479	3.0	0	2.4	334	3.9	364	3.5	418	3.1	540	3.3	596	3.5	627	4.0
Macao-China	538	1.0	94	0.9	540	1.4	537	1.3	3	1.9	379	3.9	415	2.8	476	1.7	605	1.7	657	2.3	685	2.4
Malaysia	421	3.2	81	1.6	416	3.7	424	3.7	-8	3.8	294	3.4	319	3.2	363	3.1	474	4.3	530	4.9	562	5.6
Montenegro	410	1.1	83	1.1	410	1.6	410	1.6	0	2.4	280	2.7	306	2.0	352	1.7	465	2.0	520	2.7	552	3.2
Peru	368	3.7	84	2.2	378	3.6	359	4.8	19	3.9	237	4.0	264	3.4	311	3.6	421	4.9	478	6.7	517	7.6
Qatar	376	0.8	100	0.7	369	1.1	385	0.9	-16	1.4	230	2.1	257	1.7	306	1.3	440	1.7	514	1.9	560	2.5
Romania	445	3.8	81	2.2	447	4.3	443	4.0	4	3.6	322	3.9	344	3.5	386	3.8	497	4.8	553	6.1	588	7.4
RussianFederation	482	3.0	86	1.6	481	3.7	483	3.1	-2	3.0	341	4.2	371	3.9	423	3.1	540	3.6	595	4.7	626	5.3
Serbia	449	3.4	91	2.2	453	4.1	444	3.7	9	3.9	306	4.4	335	4.1	386	3.7	508	4.4	567	5.8	603	6.7
Shanghai-China	613	3.3	101	2.3	616	4.0	610	3.4	6	3.3	435	6.9	475	5.8	546	4.4	685	3.5	737	3.5	765	5.6
Singapore	573	1.3	105	0.9	572	1.9	575	1.8	-3	2.5	393	3.6	432	3.6	501	2.7	650	1.9	707	2.3	737	2.5
ChineseTaipei	560	3.3	116	1.9	563	5.4	557	5.7	5	8.9	363	5.6	402	4.8	478	4.8	645	3.4	703	4.9	738	5.1
Thailand	427	3.4	82	2.1	419	3.6	433	4.1	-14	3.6	302	3.8	328	3.1	372	2.6	476	4.8	535	7.3	575	8.6
Tunisia	388	3.9	78	3.1	396	4.3	381	4.0	15	2.7	267	4.7	292	4.3	334	3.7	437	4.5	488	7.3	523	11.6
UnitedArabEmirates	434	2.4	90	1.2	432	3.8	436	3.0	-5	4.7	297	3.0	323	2.5	370	2.9	494	2.9	555	3.9	591	3.4
Uruguay	409	2.8	89	1.7	415	3.5	404	2.9	11	3.1	267	5.0	297	4.1	347	3.0	470	3.6	526	3.8	558	6.4
VietNam	511	4.8	86	2.7	517	5.6	507	4.7	10	3.0	371	8.1	401	7.4	454	5.3	568	5.5	623	6.8	654	7.9
