Switzerland	515	2.7	91	1.1	518	3.3	512	2.7	6	2.6	358	3.8	394	3.4	455	3.8	579	3.1	630	3.3	658	4.0
Turkey	463	3.9	80	1.9	458	4.5	469	4.3	-10	4.2	339	3.6	363	3.5	407	3.5	518	5.8	573	6.3	602	5.9
UnitedKingdom	514	3.4	100	1.8	521	4.5	508	3.7	13	4.7	344	5.8	384	4.9	448	4.6	584	3.5	639	3.9	672	5.0
UnitedStates	497	3.8	94	1.5	497	4.1	498	4.0	-2	2.7	344	5.4	377	4.9	431	4.4	563	4.2	619	4.5	652	5.5
Albania	397	2.4	99	1.8	394	3.0	401	2.9	-7	3.2	221	7.0	271	5.2	340	3.5	464	3.0	517	3.3	549	5.2
Argentina	406	3.9	86	2.2	402	4.5	409	4.0	-7	3.4	262	7.9	297	5.1	350	4.6	464	4.7	513	4.7	543	5.2
Brazil	405	2.1	79	1.4	406	2.3	404	2.3	2	1.7	280	2.9	306	2.3	351	2.0	456	2.8	507	3.7	538	4.6
Bulgaria	446	4.8	102	2.5	437	5.6	457	4.6	-20	4.5	280	7.5	315	5.3	374	5.6	519	5.1	580	6.1	612	6.2
Colombia	399	3.1	76	1.6	408	3.4	390	3.6	18	3.4	273	5.2	302	4.6	347	3.4	449	3.5	497	4.0	525	4.2
CostaRica	429	2.9	71	1.6	436	3.5	424	3.2	12	3.2	315	4.1	341	3.3	382	3.6	476	3.6	520	4.9	546	5.5
Croatia	491	3.1	85	1.8	490	3.9	493	3.3	-2	3.8	350	4.9	380	4.0	433	3.3	551	4.2	602	5.2	630	5.9
Cyprus1,2	438	1.2	97	1.1	431	1.8	444	1.7	-13	2.5	274	3.3	313	2.9	373	2.0	503	2.4	561	2.5	594	3.4
HongKong-China	555	2.6	83	1.8	558	3.6	551	3.1	7	4.2	403	7.1	446	5.1	505	3.8	613	3.0	655	3.4	679	3.4
Indonesia	382	3.8	68	2.3	380	4.1	383	4.1	-3	3.1	271	5.5	297	4.9	336	3.8	427	4.7	471	6.0	497	7.3
Jordan	409	3.1	83	2.0	388	5.4	430	2.9	-43	6.4	271	4.9	303	4.4	355	3.6	466	3.4	514	4.2	542	6.5
Kazakhstan	425	3.0	74	1.5	420	3.4	429	3.2	-9	2.9	303	4.4	330	3.6	375	3.4	475	3.5	521	3.8	547	3.8
Latvia	502	2.8	79	1.4	495	3.6	510	2.8	-15	3.6	370	5.5	400	4.5	449	3.2	557	3.6	603	3.2	628	4.7
Liechtenstein	525	3.5	86	4.1	533	5.8	516	5.7	17	9.1	383	11.1	408	10.0	464	8.4	588	8.2	635	9.3	656	12.2
Lithuania	496	2.6	86	1.7	488	3.0	503	2.6	-15	2.3	352	6.3	383	4.0	438	3.2	555	3.0	605	3.6	634	3.8
Macao-China	521	0.8	79	0.7	520	1.3	521	1.2	-1	1.7	383	3.9	416	2.7	469	1.9	575	1.7	619	1.8	643	2.3
Malaysia	420	3.0	79	1.4	414	3.8	425	3.1	-11	3.5	293	3.9	319	3.4	365	3.4	473	3.6	521	4.3	550	5.2
Montenegro	410	1.1	84	1.0	402	1.6	419	1.6	-17	2.4	274	3.3	302	2.9	352	1.4	468	2.2	522	2.3	552	3.5
Peru	373	3.6	78	1.9	376	3.5	370	4.6	6	4.0	248	4.6	275	3.8	321	3.4	425	4.4	475	5.4	504	6.5
Qatar	384	0.7	106	0.7	367	1.2	402	1.1	-35	1.7	222	1.9	254	1.4	309	1.3	453	1.6	530	2.4	573	2.8
Romania	439	3.3	79	2.0	436	3.7	441	3.5	-5	3.2	316	4.0	340	3.2	383	3.4	492	4.6	543	5.1	573	5.6
RussianFederation	486	2.9	85	1.3	484	3.5	489	2.9	-6	2.9	347	3.8	377	4.1	428	3.6	544	3.3	596	4.9	627	5.1
Serbia	445	3.4	87	1.9	443	4.0	447	3.8	-4	3.9	303	5.6	333	5.2	385	4.5	504	3.5	558	3.9	590	5.8
Shanghai-China	580	3.0	82	1.8	583	3.5	578	3.1	5	2.7	435	6.2	472	5.4	527	3.7	639	3.2	681	3.2	704	3.3
Singapore	551	1.5	104	1.2	551	2.1	552	1.9	-1	2.6	374	4.0	412	3.2	480	2.6	627	2.6	681	3.4	714	3.2
ChineseTaipei	523	2.3	83	1.4	524	3.9	523	4.0	1	6.4	379	4.1	411	4.3	469	3.8	582	2.4	626	2.2	652	3.1
Thailand	444	2.9	76	1.7	433	3.3	452	3.4	-19	3.4	323	4.3	349	3.4	392	2.6	494	3.8	544	5.4	575	6.0
Tunisia	398	3.5	79	1.9	399	3.9	398	3.6	1	2.9	267	4.6	296	4.6	345	4.1	452	4.1	497	5.1	527	6.5
UnitedArabEmirates	448	2.8	94	1.1	434	4.1	462	3.7	-28	5.1	299	3.0	328	3.2	382	3.5	512	3.5	572	3.4	605	3.7
Uruguay	416	2.8	95	1.7	415	3.4	416	3.1	-1	3.4	256	4.8	293	4.2	352	3.8	480	3.4	538	4.3	572	5.3
VietNam	528	4.3	77	2.3	529	5.0	528	4.1	1	2.8	398	7.7	428	7.0	478	5.2	580	4.0	625	5.5	652	6.5
